21,23,0.4,2020-01-26
20,52,0.54,2020-01-26
19,69,0.45,2020-01-26
17,74,0.5,2020-01-26
18,25,0.5,2020-01-26
16,46,0.38,2020-01-26
15,13,0.55,2020-01-26
14,21,0.5,2020-01-26
13,120,0.55,2020-01-26
11,7,0.57,2020-01-26
12,9,0.39,2020-01-26
9,100,0.51,2020-01-26
10,65,0.51,2020-01-26
8,39,0.49,2020-01-26
7,42,0.51,2020-01-26
4,45,0.58,2020-01-26
6,44,0.55,2020-01-26
5,29,0.5,2020-01-26
2,107,0.3,2020-01-26
1,80,0.56,2020-01-26
3,21,0.69,2020-01-26
28,54,0.57,2020-01-26
26,8,0.38,2020-01-26
27,111,0.49,2020-01-26
23,121,0.58,2020-01-26
25,84,0.49,2020-01-26
22,7,0.62,2020-01-26
21,18,0.41,2020-01-26
20,121,0.59,2020-01-26
19,76,0.54,2020-01-26
17,68,0.45,2020-01-26
18,7,0.5,2020-01-26
16,1,0.52,2020-01-26
